"","Search","Program","Date","Title","Company","Location","Description"
"174","data architect","MSIS","2022-08-20","Software Engineer I, II or III - Data Engineer","BioFire Diagnostics, LLC","Salt Lake City, UT 84108 (East Bench area)","* Description * bioMérieux is a fast growing and profitable biotech company with a great opportunity for a Software Engineer that is interest in data engineering and software development. This engineer will be joining a team of DevOps engineers to support the research and development at bioMérieux. The candidate will be responsible for:*  Working with our Da..."
"175","data engineer","MSIS","2022-08-20","Data Center Operations Analytics Engineer","Facebook App","Eagle Mountain, UT","* In this role, your primary responsibility will be to partner with key stakeholders and lead the development of an analytics program to support and enable the continued growth critical to Meta’s Data Center organization. As we plan to grow our Data Center organization, we need to leverage data to drive decisions and introduce automation, predictability & op..."
"176","data analyst","MSBA","2022-08-20","Data Analyst and Program Evaluator","Salt Lake City School District","Salt Lake City, UT 84111 (Central City area)","* Data Analyst and Program Evaluation – Assessment and Evaluation* *  Contract (222 Day Calendar – 12 month)*  FTE: 1.0Anticipated Start:*  Priority Screen: FLSA: Exempt*  This position is benefits eligible*  Starting salary: $67,878 – $91,614 per year (42-G)*  Placement within the range will be based on qualifications and experience.* *  Purpose Statement* ..."
"177","data architect","MSIS","2022-08-20","IT Specialist, GS-2210-14 (Enterprise Architecture) (DE/CR)","US National Oceanic and Atmospheric Administration","Salt Lake City, UT","* *  Duties *  *  The working title for this position is Chief Enterprise Architect. As a Chief Enterprise Architect, you will be performing the following duties: *  Serve as Chief Enterprise Architect (CEA), supporting the Information Services Division Chief and the Assistant Chief Information Officer for Weather as an enterprise, solutions, and data archit..."
"178","data scientist","MSBA","2022-08-20","Data Scientist","US Office of Personnel Management","Salt Lake City, UT","* *  Duties *  THIS IS A PUBLIC NOTICE: This Notice is issued under direct-hire authority (DHA) to recruit new talent for the positions listed below. This means that we can hire any qualified candidate, either from this notice or from any source. The incumbent serves as a Data Scientist within Health Systems Analytics (HSA), Program Development and Support (..."
"179","database administrator","MSIS","2022-08-20","Junior DBA (Database Administrator) / Data Analyst","Young & Partners LLP","Sandy, UT 84070","* Young & Partners, LLP in Sandy, UT is calling all tech nerds to apply to join our team as a full-time Junior DBA / Data Analyst with API experience. Do you have mad SQL (Structured Query Language) skills? Are you looking to advance your career with a fun company that will invest in your growth? If so, please read on!*  This position earns competitive pay t..."
"180","data analyst","MSBA","2022-08-20","Junior DBA (Database Administrator) / Data Analyst","Young & Partners LLP","Sandy, UT 84070","* Young & Partners, LLP in Sandy, UT is calling all tech nerds to apply to join our team as a full-time Junior DBA / Data Analyst with API experience. Do you have mad SQL (Structured Query Language) skills? Are you looking to advance your career with a fun company that will invest in your growth? If so, please read on!*  This position earns competitive pay t..."
"181","data engineer","MSIS","2022-08-19","Data Engineer, Mid","Booz Allen Hamilton","Remote in Salt Lake City, UT","* The Challenge:*  Do you want to work at the forefront of advanced technology and solve complex data challenges? You know that data yields pivotal insights when it’s gathered from disparate sources and organized. As a data engineer, you have the chance to help develop and deploy the pipelines and platforms that make this data meaningful. What’s more, you’ll..."
"182","data architect","MSIS","2022-08-19","Data Architect","Deloitte","Hybrid remote in Salt Lake City, UT 84111","* Do you thrive on developing creative and innovative insights to solve complex challenges? Want to work on next-generation, cutting-edge products and services that deliver outstanding value and that are global in vision and scope? Work with other experts in your field? Work for a world-class organization that provides an exceptional career experience with a..."
"183","data scientist","MSBA","2022-08-19","Senior Specialist, Data Scientist","KPMG","Salt Lake City, UT 84101 (Downtown area)","* The KPMG Advisory practice is currently our fastest growing practice. We are seeing tremendous client demand, and looking forward we don't anticipate that slowing down. In this ever-changing market environment, our professionals must be adaptable and thrive in a collaborative, team-driven culture. At KPMG, our people are our number one priority. With a wea..."
"184","data engineer","MSIS","2022-08-19","Data Engineer","Myriad Genetics Inc.","Salt Lake City, UT 84108 (East Bench area)","* Myriad Genetics is a healthcare technology company that leverages genetic information to empower doctors and patients to make informed medical decisions. Our software engineers work on a variety of projects to enable providers to work more efficiently to achieve better outcomes for their patients. * Our Health intelligence Platform team is building the inf..."
"185","data scientist","MSBA","2022-08-19","Data Scientist II","Myriad Genetics Inc.","Salt Lake City, UT 84108 (East Bench area)","* Myriad Genetics is a healthcare technology company that leverages genetic information to empower doctors and patients to make informed medical decisions. Our data scientists work on a variety of projects to enable providers to work more efficiently to achieve better outcomes for their patients. * Our Health intelligence Platform team is building the infras..."
